timestep,human_0,human_1,human_2,human_3,human_4,human_5,human_6,human_7,human_8,human_9,human_10,human_11,human_12,human_13,human_14,human_15,human_16,human_17,human_18,human_19,human_20,human_21,human_22,human_23,human_24,human_25,human_26,human_27,human_28,human_29,human_30,human_31,human_32,human_33,human_34,human_35,human_36,human_37,human_38,human_39,human_40,human_41,human_42,human_43,human_44,obj_0,obj_1,obj_2,obj_3,obj_4,joint_0,joint_1,joint_2,joint_3,joint_4,joint_5,task_type
10,0.31236875748649395,0.5352265297423449,0.4643944539553101,0.2465956368319221,0.6748049196910845,0.9452067961147869,0.12888058336692798,0.4409302895669963,0.6643504437832326,0.11214010526064644,0.7874558991714308,0.43009488141981345,0.35652935251041884,0.7021701953924735,0.05428615043500129,0.08228205509222986,0.923852105675713,0.6103140418356579,0.9525679708235839,0.3701476787648841,0.2089756203455475,0.06721575704338034,0.8008224137933003,0.2806686197010936,0.23501599087369163,0.2244085309243007,0.3215114646147911,0.2880603113247979,0.5450552546101347,0.7657508431835476,0.893767691819616,0.9303754342164415,0.281906572322545,0.3622529665263573,0.7119447493375585,0.8597399473635,0.12316125390102606,0.9601411188029892,0.90627973147646,0.9266738516180365,0.28570687316738186,0.9776290042480055,0.9319182654300467,0.1444821456867379,0.9577151704162365,0.6636862661487692,0.4701017340954039,0.8677336019960663,0.17685292731701885,0.2550742717336397,80.26304929009453,153.94220227949108,164.52365518969756,28.847084917364374,155.3677183859315,133.2392178135768,move
11,0.6231399078964838,0.9758855697068752,0.08701870343726092,0.27224987590807637,0.795445711489508,0.309527859339481,0.6514081904767203,0.5750566764268987,0.703867438119017,0.5757496785646742,0.5530204510096982,0.36831905502462414,0.06460704531568129,0.008560104334145557,0.7448182922453456,0.73500711539608,0.21109646786195002,0.9208319111547977,0.44567697701807485,0.3966993820778447,0.597692176711067,0.572017334798371,0.6944097863379751,0.42041763670743115,0.41390954293503024,0.26913233011079374,0.7522370270989902,0.011881303735905457,0.04349789717479835,0.777971125384522,0.16167856726514995,0.03169785589095431,0.8288368520518283,0.7410642033118519,0.5848119215027412,0.055837983777378586,0.8477994934902119,0.19288560278846978,0.12419104493411681,0.7636134288391657,0.5955667595281566,0.02965031724761391,0.41948423158839476,0.680579544602229,0.1430122969946911,0.40546381836720224,0.23651951677501226,0.581256796057582,0.9489070089213507,0.11696871827357347,33.18189466532361,130.57965614832145,145.20945725542697,40.06103547166644,102.50410587597592,28.06652356742385,pick
12,0.4677658085479809,0.3428007935656283,0.7233939480503564,0.1821935114298615,0.6448163325186668,0.036077403074180725,0.931291844250519,0.12912675024962295,0.9273855866525708,0.8305071899721027,0.7711290072795198,0.7294034893690615,0.7376016582028607,0.2377170429857045,0.7379718787670935,0.892781537207064,0.9769169518428971,0.315661757524192,0.6364101441882825,0.5288648407916589,0.9397944281157565,0.15843932892860446,0.470055638073933,0.8175344126414675,0.5753006658177998,0.8610127121806744,0.9881806916857109,0.5810296127841724,0.9768469141664384,0.32259888794402647,0.6397949764780531,0.7381668507101489,0.30912647133324156,0.44658776442181314,0.45437516722422,0.3888139775787346,0.017585788351480725,0.12451438592882247,0.9872975206915379,0.9512030859074301,0.7778528925710373,0.8278974545640901,0.7787022984170545,0.7446711811957061,0.7922086458116743,0.8488361694185057,0.14857117509782347,0.6439901214986335,0.23065869102422742,0.843855187960406,73.6147095180639,64.20095347633975,119.60935723077117,9.754034911823883,114.01479533583462,174.16694852608893,move
13,0.8600670700361847,0.32921718518775955,0.9934913872760304,0.4880805368501242,0.3476772084960228,0.6114865040464711,0.8274031172763658,0.9816821700694511,0.10280548789747923,0.9061729668026809,0.22426998556437772,0.23633048058744976,0.5077223138530597,0.8318457348481468,0.2780475334798922,0.5401636296603793,0.3464818461196836,0.7682615386092434,0.19940640689722877,0.6604889785161596,0.9537459525628947,0.5919980504258255,0.4057372055996543,0.3456585850822338,0.730701573887135,0.7342372808295595,0.22488003565925252,0.7029912464739546,0.3108812560729145,0.46872009245337765,0.03732440784736568,0.008204769012717716,0.3809051161523975,0.30870199546207777,0.9602516364181671,0.4171283446978701,0.00013652407535857947,0.24572632767992375,0.010951790337672795,0.3449123985482365,0.8608383859985422,0.3419657696839512,0.6368349953325245,0.5858087910622867,0.12260407254383521,0.8377563671986019,0.08627178232509758,0.22913270523439,0.9473473351440512,0.5759283501181349,126.97902655900617,46.581078173499456,100.39586868122747,101.4547230909217,50.73700682450364,135.4088495774546,move
14,0.859065974571533,0.886485167836358,0.8779496010175184,0.12398545510556291,0.24471770991904362,0.6222806357157614,0.9567676779722171,0.8742521984635032,0.6203950684021905,0.898883039091945,0.7805445008112257,0.13127453082420515,0.25998822779993824,0.14197348497227857,0.2233162092676224,0.9574712918904685,0.08779895975982277,0.24222051246294862,0.8673812765902383,0.4297297712343632,0.7144461859453513,0.6360165573164255,0.37742280900770175,0.0361945727935179,0.004968587621180132,0.7731687914813912,0.185397030651552,0.9216836585573979,0.5034910471950848,0.37821427495391313,0.47695454750313737,0.7127710435303515,0.7265281436701962,0.2861629898126916,0.41869614189464843,0.02308161780716289,0.982157517256193,0.841221888126222,0.5922034747487316,0.958682727604107,0.2633618760497278,0.004479598156985731,0.4964785808862544,0.1842706561024916,0.1496515426812065,0.36364834406451485,0.9075382988008468,0.7908223408767785,0.889289759698418,0.31215474403886057,174.90283208861726,162.69637883029708,49.21564631205065,40.16053470996617,78.16593844473275,96.87666978091637,sort
15,0.3232754805460888,0.41036929868578076,0.8978162902168068,0.5181570352469438,0.7915576304499032,0.46656661547833045,0.33517091244864483,0.39076299292710326,0.09422750421216253,0.5247419767083156,0.9129957829181975,0.4533971625162774,0.6508611068462595,0.0006587724627323821,0.28145247772119075,0.4947407415305385,0.5232242468982029,0.5012171590282867,0.3398356584356981,0.46769431579526866,0.377365263574058,0.14044676407324175,0.8074939648055773,0.8461745209985072,0.5894262718041632,0.1924493264253785,0.24258874792986485,0.9336497298422395,0.4950206787442998,0.7768131525046367,0.12280822988359197,0.8171778369904877,0.5708194254158917,0.6093307043600957,0.80224550680169,0.7590400549698997,0.20327128218476154,0.2802433819859397,0.34712241283916134,0.8175269756604613,0.45107178856367647,0.5265435537402453,0.6740464553073526,0.8218585401074483,0.5156492643430137,0.9381155937628932,0.575933989049528,0.3533779398084115,0.14156610079963794,0.5147622716324506,114.80973889797207,112.47863146001835,30.561575080669076,132.40495876008603,39.94508994174273,116.10577561379691,pick
16,0.09049689181093756,0.2688227250944608,0.2171018784268327,0.2894925293280073,0.34752493570435017,0.16784673298648145,0.029278085379550123,0.6817232595627312,0.3938119887431075,0.28959684028636934,0.032922507215447316,0.8339946161235032,0.5290441595276802,0.9251078700913581,0.10333427960308161,0.1740300735131015,0.8118663727804948,0.954725616313975,0.6259565349500826,0.5906890455948193,0.207168664152101,0.630153617102473,0.3530597150222966,0.03599328712075134,0.09345261724801623,0.3838312097601646,0.2115547874686402,0.7409691795034262,0.34273264626632916,0.04803272072468201,0.7128363895340261,0.532866206836047,0.598765670979107,0.11349185959661134,0.7707678830533461,0.9448029148525476,0.8480255498359289,0.938795259614851,0.5224384809131366,0.6331429176766191,0.9746214693314967,0.2577596856783807,0.5329894177311872,0.138700686245107,0.4931629973749463,0.4882251301067241,0.08644564931217646,0.27530055623005323,0.8766513600711764,0.34018678846361117,37.504901595443876,128.10284664566367,39.21633667636443,137.14533114111728,28.247045643847123,11.123861298331184,move
17,0.5430606951673012,0.6249035976788946,0.9378956101366134,0.4538175278855153,0.7422586987711925,0.3474778657876614,0.7310408715599264,0.08802386202512091,0.7735812907949747,0.9901894033667306,0.6623930131014233,0.2965723797142208,0.04013692384127676,0.39780118420521315,0.020003456738696412,0.7225277675647757,0.6954386026112607,0.6956012613685636,0.4822584413480272,0.3339423706989739,0.31630921168526493,0.1514089684903236,0.5724474714984861,0.30717917129190975,0.30792300890220126,0.3224145218249408,0.4315132626664082,0.25294379987338145,0.06208541402937995,0.5572033297037257,0.25946957559063744,0.2941719096116907,0.3445509773638503,0.8036424663454205,0.5665255806797109,0.155375833175318,0.41733602299216777,0.06194033338721716,0.13359696731531123,0.8275267321268878,0.06055825567305173,0.6436648690673876,0.26844178366685734,0.1372323939346627,0.05731201915609885,0.7127533552843531,0.09294099620742169,0.635650214808009,0.9457588724294833,0.9814399442680443,55.380861495622135,24.155912331366885,16.247506382758008,27.19291163402665,27.489431462563807,129.67428168402725,move
18,0.26535184522704625,0.3329528482934335,0.25501297343035845,0.08692947891971103,0.2492346038133687,0.6532071353699059,0.5836938349110646,0.3917641251626144,0.354289515166909,0.618777096200739,0.44196936449017266,0.5854273250481068,0.7243068391904022,0.09283754477341188,0.2557972953383597,0.4508887610909901,0.6017394303797212,0.8328319630162769,0.8918808675361708,0.011114115159802429,0.7551330554835671,0.706990183609778,0.9319515671882813,0.49486868044667676,0.006911036725261055,0.43394609502490966,0.31487151754846876,0.05044828221551456,0.33798750296890523,0.45106375482979766,0.6265099230169822,0.5013593656966586,0.9951408306694537,0.24447905163685246,0.19109282708640796,0.08254103357389375,0.08573100598792593,0.36690733697485056,0.4526039842262838,0.4404947334579137,0.9738175449710837,0.9698973980826658,0.08202278782941586,0.17442403179188215,0.7898127151333696,0.3642800072798722,0.9513808819190105,0.6403156390607814,0.8709734498988219,0.8451464382381245,96.87126875526339,157.81396726887527,133.1695435716739,103.31116251463023,51.86347092541798,79.6385103713808,move
19,0.32699917274096413,0.45648313537184715,0.72425833122171,0.3118548558113571,0.6231192748789344,0.6856616549816861,0.6885433484638992,0.7562246094485495,0.23483285833146872,0.8330369970274241,0.8299701742758369,0.9873766803833596,0.34912527991353315,0.3489648303881707,0.7115280858521272,0.7047414874385678,0.8100335606420844,0.5718092190004119,0.3669680049847176,0.9435562685995263,0.9836372215592941,0.38756201197622764,0.9636573908598876,0.8540959224462573,0.3324294016609187,0.12398436468627683,0.4148449612670785,0.10192880419959949,0.9405001713998966,0.9964876185397816,0.40301060714998826,0.41638886777516815,0.18014733939172944,0.6210771042640589,0.2403402581771995,0.5996484750269135,0.20704656069822913,0.6202234857553194,0.8416048652596887,0.3348698741867634,0.7749979156150102,0.46081444672103333,0.3664028705930843,0.7010976923579819,0.639125889776494,0.9953642649171749,0.36500348771716784,0.8193871413765291,0.09140080766757108,0.3534816071136343,93.64111850575492,9.811331921109044,110.45709226344151,170.5127017863357,109.4824047325032,177.17686126064427,move
20,0.10419062002399093,0.10991676665858896,0.9605699796259775,0.25482940081725214,0.297160449064075,0.03296375418989239,0.2620677528865837,0.7937859528844425,0.8862547634800507,0.16836746812682213,0.4523156099593797,0.6912832639695329,0.28466629338341454,0.2789325788036645,0.396238113162089,0.05462841515830541,0.9083616463787025,0.7141588395137816,0.19734142525682186,0.3623669509542957,0.41898242846231093,0.42231257618763507,0.30761203784170255,0.39464378081356344,0.7906125660486,0.5191491833338616,0.2909777849760541,0.6522557333577924,0.4788954532688401,0.602235513839156,0.3263277270555467,0.3143373640421001,0.05009860788311682,0.2868432073313475,0.02826917255476047,0.6268991035173143,0.03937574312934766,0.4329083715012947,0.5714099953010909,0.42946588478936354,0.921343273908613,0.49030064883852975,0.031628740693765645,0.3981176411179125,0.8614235123729437,0.28166641615725596,0.7412614569234148,0.5994051088045778,0.9919369814087082,0.1718945394666772,68.0716396233449,83.66520989910403,2.694093793035881,100.8350245376788,74.00692375690781,103.91636547468548,place
21,0.8898889288200249,0.6135990979131688,0.8363605543294403,0.003539367457457643,0.44983904032001976,0.5841975076558458,0.4948703579558891,0.18359443011389476,0.49448256703562665,0.5904895312223115,0.8092634415709038,0.2624904780978655,0.5313199059699699,0.5436945302192957,0.4065438410563491,0.5908384694274555,0.9106578880789041,0.28867485386296876,0.7572613571740512,0.5908923310156143,0.3738139574482997,0.3694149437017368,0.4800671944940911,0.0031440142974444862,0.07961020937865038,0.567216959608665,0.5818446150091371,0.30148429121193665,0.35572179350825817,0.9344698568889386,0.27393833260328637,0.5550633797931587,0.6233983643594656,0.049589563438087625,0.08090645420269083,0.44497334386307297,0.25902842782497115,0.09360970119063161,0.7383729953503336,0.6795487284718629,0.20958624196448294,0.16060957001896137,0.5406448502583872,0.8363778284067866,0.41234105089295015,0.39540889968097015,0.8893556584454898,0.13902250069502864,0.16208176361948956,0.735461258558667,139.25387972377558,86.51035251999343,41.22346314123872,125.90272053487223,127.97495415157265,138.08737450836517,sort
22,0.9693302538811306,0.13640398822729138,0.5568647713520569,0.5263028405577819,0.31569041911082574,0.8289396325003785,0.4775299699091671,0.27477759351844766,0.8769977868463004,0.20224596469210976,0.6465194573650729,0.6142275364595331,0.685225574810212,0.05522666083965033,0.03962512179660915,0.9629802673002382,0.618153933079927,0.798434484630964,0.430652033896031,0.06826260049448074,0.34769687059997856,0.031592011211577176,0.4468615066269439,0.7721083828826806,0.10971470345371326,0.35693574898931846,0.2860558317788192,0.20851072509130875,0.22991934230337807,0.4910257270296974,0.965488943913122,0.24907113116253077,0.04354885849581758,0.2594283910403993,0.42304398409278865,0.6493895797784269,0.5574728200399283,0.15035410640326774,0.20267311886058548,0.5883698379076534,0.9314390073486573,0.7887145212450298,0.7505512574057858,0.14575846933967085,0.9729627616260058,0.9864643505540643,0.8346498472541803,0.026364838213977948,0.511205626318432,0.9741491758042056,66.6481791915998,52.210665752204875,65.03373183601639,48.76813847496392,107.4608661128008,35.62510060576079,pick
23,0.37658606097290204,0.48251885100011027,0.37117244059206167,0.47216582947785946,0.8342687734186974,0.26194757177614847,0.9765158752960669,0.13821987584288242,0.15126521861964248,0.31437087894703786,0.26614515224093127,0.48145153318052447,0.7944019601040159,0.7484040301987551,0.12187615140929076,0.48337234920876904,0.9909810488849436,0.6629872315875698,0.985580131384517,0.9559374976792507,0.9506385821260748,0.28868362747892107,0.7517615167833162,0.10099907178322809,0.7301010692147211,0.7449365078035335,0.10019064336837669,0.2657092031087879,0.5478793551524072,0.11446282783039785,0.47599750424321374,0.02465619865624502,0.17026391682080477,0.47855612887167887,0.7367556146491707,0.1627131714021628,0.8146063663423976,0.9896991817509816,0.14160217760108063,0.9237902609737614,0.8747564826129846,0.7431540753114794,0.671824503622303,0.003441205408478809,0.8712284661869345,0.30456864537017714,0.15875086032665187,0.43200640123240786,0.11725806301370967,0.7011756201188554,31.7868462858759,168.09186546796178,99.34419445180562,130.4845639475348,62.828477809827895,113.88171235548666,move
24,0.08048261031157511,0.9951536423365942,0.7410530359979369,0.8359908680257282,0.39072234859527377,0.4946721161926887,0.5692850407586775,0.6185646897261137,0.9100696660569854,0.9609981626578201,0.1561932385507706,0.9221743697078535,0.403326773720977,0.1795808741133963,0.904976407942083,0.5854579524117686,0.45730763931163654,0.18381720598044926,0.25780809083772727,0.6287331808485435,0.14642486362780616,0.8646256710732174,0.013169914406177097,0.11329846169172586,0.06086772978199495,0.6706430781555867,0.27568629498342945,0.9355277830406732,0.8863826734050776,0.36205850768339465,0.5868939829721163,0.38610016222764876,0.38394596655115654,0.4651156892562379,0.6605036970510468,0.13539079345246163,0.5743546396411615,0.3034086794000036,0.6918231347734584,0.488475143985593,0.8739771515723083,0.2946411987608295,0.07258371256482155,0.602787309496879,0.48180659894156586,0.013046020532968106,0.22193496275031932,0.29959175375845926,0.8805869349652394,0.8492620514145448,19.673663669433335,107.56704966415167,68.99093656300985,153.45730319475038,91.96384171401951,79.34682144607959,pick
25,0.4749377250933524,0.662227065417617,0.926511968835362,0.8360844000627127,0.027724589187488324,0.004108590310229476,0.5308436136041867,0.5695150106736964,0.7422312177988702,0.8520316315659158,0.3777988915880425,0.20591873740648714,0.7249294394316382,0.036508880999251425,0.7768300063504667,0.5908105324250109,0.8695227266805012,0.44793511050786217,0.47228664839049805,0.9752137954421322,0.2356774939451991,0.5433650348346242,0.1197999440230686,0.4872809982806776,0.9394418977279941,0.20927459373890067,0.7752279045802335,0.05539247148952664,0.18695033867625566,0.4242783016697159,0.9713350947854247,0.8238188177236818,0.9434117657068809,0.9961617400929218,0.6226343312006314,0.15656762691498083,0.5877909150971873,0.858192830754543,0.21123200640737827,0.48160350743515934,0.030603671651969755,0.02941523766284382,0.9777953882752976,0.7857131026424953,0.4828068575486678,0.9796636223203568,0.3236872459126816,0.13118167573122186,0.34965461210020177,0.2448482827618107,77.18765108576261,17.382859442395116,152.97273323389066,108.24957830085977,94.08027741161925,66.33712267112925,place
26,0.8853692461697618,0.8488793254422026,0.0632342707256609,0.0492014737974108,0.9848554705803344,0.8199025149084181,0.8240256988037029,0.8659663503450538,0.25361167208919,0.3100682653650225,0.8747482388145458,0.3110037790967799,0.14440331174760457,0.38140168514890327,0.6215905880280217,0.2466739436985692,0.07746992770360028,0.5870958912832178,0.08622756354609296,0.6350698666841591,0.41130183156832845,0.9649435423536621,0.47446334724670525,0.213792999601499,0.27458279502594185,0.3906303569567644,0.5577523962968055,0.35413053789136717,0.738637158043941,0.0478178266524355,0.7009190246690591,0.4469690298255179,0.8547128956345833,0.4936825488312844,0.9895276625724414,0.15586427837713523,0.4449721494301192,0.1100896342168719,0.9194727339210247,0.2087049297997262,0.9767300494537328,0.7942041856325511,0.6740146213979317,0.6103742494401952,0.1837777970913832,0.9553903844741085,0.3310095311269986,0.46486636304211504,0.8738690585589203,0.3295546045393932,82.28565192171219,98.20543571479081,10.385291610989004,175.60840969529522,173.26172351829308,35.79209168288721,move
